scaffold,start,end,status,loci,set
HiC_scaffold_6,26937000,26938000,2,HiC_scaffold_6:26937660,east_cent
HiC_scaffold_6,26938000,26939000,2,HiC_scaffold_6:26938592,east_cent
HiC_scaffold_6,26939000,26940000,2,HiC_scaffold_6:26939060,east_cent
HiC_scaffold_6,27024000,27025000,2,HiC_scaffold_6:27024128,east_cent
HiC_scaffold_6,27430000,27431000,2,HiC_scaffold_6:27430210,east_cent
HiC_scaffold_6,27750000,27751000,2,HiC_scaffold_6:27750213,east_cent
HiC_scaffold_6,27797000,27798000,2,HiC_scaffold_6:27797197,east_cent
HiC_scaffold_6,27864000,27865000,2,HiC_scaffold_6:27864523,east_cent
HiC_scaffold_6,27864000,27865000,2,HiC_scaffold_6:27864639,east_cent
HiC_scaffold_6,27865000,27866000,2,HiC_scaffold_6:27865831,east_cent
HiC_scaffold_6,27899000,27900000,2,HiC_scaffold_6:27899584,east_cent
HiC_scaffold_6,27899000,27900000,2,HiC_scaffold_6:27899619,east_cent
HiC_scaffold_6,31319000,31320000,1,HiC_scaffold_6:31319431,east_cent
HiC_scaffold_6,32714000,32715000,2,HiC_scaffold_6:32714443,east_cent
HiC_scaffold_6,32784000,32785000,1,HiC_scaffold_6:32784024,east_cent
HiC_scaffold_6,37503000,37504000,1,HiC_scaffold_6:37503739,east_cent
HiC_scaffold_6,37504000,37505000,1,HiC_scaffold_6:37504288,east_cent
HiC_scaffold_6,37604000,37605000,2,HiC_scaffold_6:37604642,east_cent
HiC_scaffold_6,37635000,37636000,1,HiC_scaffold_6:37635611,east_cent
HiC_scaffold_6,37736000,37737000,2,HiC_scaffold_6:37736949,east_cent
HiC_scaffold_6,38126000,38127000,2,HiC_scaffold_6:38126723,east_cent
HiC_scaffold_6,38132000,38133000,2,HiC_scaffold_6:38132986,east_cent
HiC_scaffold_6,38137000,38138000,2,HiC_scaffold_6:38137640,east_cent
HiC_scaffold_6,42009000,42010000,2,HiC_scaffold_6:42009385,east_cent
HiC_scaffold_6,42063000,42064000,2,HiC_scaffold_6:42063871,east_cent
HiC_scaffold_6,42207000,42208000,2,HiC_scaffold_6:42207586,east_cent
HiC_scaffold_6,44275000,44276000,1,HiC_scaffold_6:44275213,east_cent
HiC_scaffold_6,44277000,44278000,1,HiC_scaffold_6:44277818,east_cent
HiC_scaffold_6,44303000,44304000,2,HiC_scaffold_6:44303390,east_cent
HiC_scaffold_6,44423000,44424000,2,HiC_scaffold_6:44423828,east_cent
HiC_scaffold_6,44424000,44425000,2,HiC_scaffold_6:44424373,east_cent
HiC_scaffold_6,47607000,47608000,2,HiC_scaffold_6:47607079,east_cent
HiC_scaffold_6,49292000,49293000,2,HiC_scaffold_6:49292583,east_cent
HiC_scaffold_6,50158000,50159000,1,HiC_scaffold_6:50158701,east_cent
HiC_scaffold_6,50480000,50481000,2,HiC_scaffold_6:50480444,east_cent
HiC_scaffold_6,51418000,51419000,2,HiC_scaffold_6:51418450,east_cent
HiC_scaffold_6,52851000,52852000,2,HiC_scaffold_6:52851790,east_cent
HiC_scaffold_6,52851000,52852000,2,HiC_scaffold_6:52851798,east_cent
HiC_scaffold_6,54271000,54272000,2,HiC_scaffold_6:54271774,east_cent
HiC_scaffold_6,56627000,56628000,1,HiC_scaffold_6:56627766,east_cent
HiC_scaffold_6,74158000,74159000,1,HiC_scaffold_6:74158887,east_cent
HiC_scaffold_6,92591000,92592000,1,HiC_scaffold_6:92591296,east_cent
HiC_scaffold_6,93305000,93306000,1,HiC_scaffold_6:93305085,east_cent
HiC_scaffold_6,93307000,93308000,1,HiC_scaffold_6:93307875,east_cent
HiC_scaffold_6,93309000,93310000,1,HiC_scaffold_6:93309409,east_cent
HiC_scaffold_6,93311000,93312000,1,HiC_scaffold_6:93311467,east_cent
HiC_scaffold_6,95666000,95667000,2,HiC_scaffold_6:95666634,east_cent
HiC_scaffold_6,95668000,95669000,2,HiC_scaffold_6:95668526,east_cent
HiC_scaffold_6,95690000,95691000,2,HiC_scaffold_6:95690699,east_cent
HiC_scaffold_6,95692000,95693000,2,HiC_scaffold_6:95692907,east_cent
HiC_scaffold_6,95695000,95696000,2,HiC_scaffold_6:95695429,east_cent
HiC_scaffold_6,95770000,95771000,2,HiC_scaffold_6:95770969,east_cent
HiC_scaffold_10,1758000,1759000,2,HiC_scaffold_10:1758976,east_cent
HiC_scaffold_10,1859000,1860000,2,HiC_scaffold_10:1859551,east_cent
HiC_scaffold_11,4820000,4821000,2,HiC_scaffold_11:4820815,east_cent
HiC_scaffold_11,4865000,4866000,2,HiC_scaffold_11:4865839,east_cent
HiC_scaffold_14,10320000,10321000,2,HiC_scaffold_14:10320986,east_cent
HiC_scaffold_16,1372000,1373000,2,HiC_scaffold_16:1372324,east_cent
HiC_scaffold_16,1375000,1376000,2,HiC_scaffold_16:1375118,east_cent
HiC_scaffold_16,1419000,1420000,2,HiC_scaffold_16:1419649,east_cent
HiC_scaffold_16,1450000,1451000,1,HiC_scaffold_16:1450490,east_cent
HiC_scaffold_16,1570000,1571000,2,HiC_scaffold_16:1570668,east_cent
HiC_scaffold_16,1594000,1595000,2,HiC_scaffold_16:1594393,east_cent
HiC_scaffold_16,1621000,1622000,2,HiC_scaffold_16:1621092,east_cent
HiC_scaffold_16,1622000,1623000,2,HiC_scaffold_16:1622967,east_cent
HiC_scaffold_16,1624000,1625000,2,HiC_scaffold_16:1624250,east_cent
HiC_scaffold_16,1624000,1625000,2,HiC_scaffold_16:1624517,east_cent
HiC_scaffold_16,1626000,1627000,2,HiC_scaffold_16:1626301,east_cent
HiC_scaffold_16,1626000,1627000,2,HiC_scaffold_16:1626324,east_cent
HiC_scaffold_16,1626000,1627000,2,HiC_scaffold_16:1626392,east_cent
HiC_scaffold_16,1642000,1643000,2,HiC_scaffold_16:1642767,east_cent
HiC_scaffold_16,1642000,1643000,2,HiC_scaffold_16:1642878,east_cent
HiC_scaffold_16,1662000,1663000,2,HiC_scaffold_16:1662788,east_cent
HiC_scaffold_16,1667000,1668000,2,HiC_scaffold_16:1667117,east_cent
HiC_scaffold_16,1693000,1694000,2,HiC_scaffold_16:1693142,east_cent
HiC_scaffold_16,1695000,1696000,2,HiC_scaffold_16:1695066,east_cent
HiC_scaffold_16,1726000,1727000,2,HiC_scaffold_16:1726692,east_cent
HiC_scaffold_16,1751000,1752000,2,HiC_scaffold_16:1751427,east_cent
HiC_scaffold_16,1751000,1752000,2,HiC_scaffold_16:1751434,east_cent
HiC_scaffold_16,1751000,1752000,2,HiC_scaffold_16:1751461,east_cent
HiC_scaffold_16,1751000,1752000,2,HiC_scaffold_16:1751556,east_cent
HiC_scaffold_16,1753000,1754000,2,HiC_scaffold_16:1753126,east_cent
HiC_scaffold_16,1755000,1756000,2,HiC_scaffold_16:1755613,east_cent
HiC_scaffold_16,1764000,1765000,2,HiC_scaffold_16:1764492,east_cent
HiC_scaffold_16,1768000,1769000,2,HiC_scaffold_16:1768629,east_cent
HiC_scaffold_16,1769000,1770000,2,HiC_scaffold_16:1769558,east_cent
HiC_scaffold_16,1769000,1770000,2,HiC_scaffold_16:1769872,east_cent
HiC_scaffold_16,1811000,1812000,2,HiC_scaffold_16:1811002,east_cent
HiC_scaffold_16,1813000,1814000,2,HiC_scaffold_16:1813825,east_cent
HiC_scaffold_16,1814000,1815000,2,HiC_scaffold_16:1814451,east_cent
HiC_scaffold_16,1823000,1824000,2,HiC_scaffold_16:1823693,east_cent
HiC_scaffold_16,1824000,1825000,2,HiC_scaffold_16:1824819,east_cent
HiC_scaffold_16,1826000,1827000,2,HiC_scaffold_16:1826563,east_cent
HiC_scaffold_16,1839000,1840000,2,HiC_scaffold_16:1839094,east_cent
HiC_scaffold_16,1839000,1840000,2,HiC_scaffold_16:1839271,east_cent
HiC_scaffold_16,1990000,1991000,2,HiC_scaffold_16:1990577,east_cent
HiC_scaffold_16,1994000,1995000,2,HiC_scaffold_16:1994675,east_cent
HiC_scaffold_16,2132000,2133000,2,HiC_scaffold_16:2132662,east_cent
HiC_scaffold_16,2134000,2135000,2,HiC_scaffold_16:2134823,east_cent
HiC_scaffold_16,2135000,2136000,2,HiC_scaffold_16:2135621,east_cent
HiC_scaffold_19,40397000,40398000,1,HiC_scaffold_19:40397957,east_cent
HiC_scaffold_19,41870000,41871000,1,HiC_scaffold_19:41870848,east_cent
HiC_scaffold_19,43417000,43418000,2,HiC_scaffold_19:43417989,east_cent
HiC_scaffold_19,44622000,44623000,2,HiC_scaffold_19:44622725,east_cent
HiC_scaffold_19,49051000,49052000,2,HiC_scaffold_19:49051596,east_cent
HiC_scaffold_19,56995000,56996000,2,HiC_scaffold_19:56995033,east_cent
HiC_scaffold_19,56998000,56999000,2,HiC_scaffold_19:56998872,east_cent
HiC_scaffold_19,56999000,5.7e+07,2,HiC_scaffold_19:56999159,east_cent
HiC_scaffold_19,56999000,5.7e+07,2,HiC_scaffold_19:56999216,east_cent
HiC_scaffold_19,57510000,57511000,2,HiC_scaffold_19:57510220,east_cent
HiC_scaffold_19,57518000,57519000,2,HiC_scaffold_19:57518584,east_cent
HiC_scaffold_19,57518000,57519000,2,HiC_scaffold_19:57518704,east_cent
HiC_scaffold_19,57519000,57520000,2,HiC_scaffold_19:57519334,east_cent
HiC_scaffold_19,58096000,58097000,1,HiC_scaffold_19:58096484,east_cent
HiC_scaffold_21,15875000,15876000,2,HiC_scaffold_21:15875403,east_cent
HiC_scaffold_21,15879000,15880000,2,HiC_scaffold_21:15879642,east_cent
HiC_scaffold_21,15879000,15880000,2,HiC_scaffold_21:15879804,east_cent
HiC_scaffold_21,16050000,16051000,2,HiC_scaffold_21:16050717,east_cent
HiC_scaffold_21,21227000,21228000,1,HiC_scaffold_21:21227268,east_cent
HiC_scaffold_21,21294000,21295000,1,HiC_scaffold_21:21294937,east_cent
HiC_scaffold_21,22466000,22467000,2,HiC_scaffold_21:22466277,east_cent
HiC_scaffold_21,22475000,22476000,1,HiC_scaffold_21:22475447,east_cent
HiC_scaffold_21,22480000,22481000,1,HiC_scaffold_21:22480875,east_cent
HiC_scaffold_21,22481000,22482000,1,HiC_scaffold_21:22481035,east_cent
HiC_scaffold_21,22481000,22482000,1,HiC_scaffold_21:22481750,east_cent
HiC_scaffold_21,29127000,29128000,2,HiC_scaffold_21:29127129,east_cent
HiC_scaffold_21,33987000,33988000,1,HiC_scaffold_21:33987564,east_cent
HiC_scaffold_21,33988000,33989000,1,HiC_scaffold_21:33988256,east_cent
HiC_scaffold_21,33988000,33989000,1,HiC_scaffold_21:33988680,east_cent
HiC_scaffold_21,34014000,34015000,1,HiC_scaffold_21:34014206,east_cent
HiC_scaffold_21,34246000,34247000,2,HiC_scaffold_21:34246765,east_cent
HiC_scaffold_21,40287000,40288000,1,HiC_scaffold_21:40287119,east_cent
HiC_scaffold_21,40287000,40288000,1,HiC_scaffold_21:40287129,east_cent
HiC_scaffold_21,40288000,40289000,1,HiC_scaffold_21:40288389,east_cent
HiC_scaffold_21,40288000,40289000,1,HiC_scaffold_21:40288401,east_cent
HiC_scaffold_21,40288000,40289000,1,HiC_scaffold_21:40288512,east_cent
HiC_scaffold_24,22350000,22351000,1,HiC_scaffold_24:22350001,east_cent
HiC_scaffold_24,22350000,22351000,1,HiC_scaffold_24:22350140,east_cent
HiC_scaffold_24,22387000,22388000,1,HiC_scaffold_24:22387368,east_cent
HiC_scaffold_24,22777000,22778000,1,HiC_scaffold_24:22777068,east_cent
HiC_scaffold_24,27289000,27290000,2,HiC_scaffold_24:27289418,east_cent
HiC_scaffold_1,37040000,37041000,1,HiC_scaffold_1:37040645,east_cent
HiC_scaffold_1,37041000,37042000,1,HiC_scaffold_1:37041011,east_cent
HiC_scaffold_2,1542000,1543000,2,HiC_scaffold_2:1542811,east_cent
HiC_scaffold_2,1599000,1600000,2,HiC_scaffold_2:1599580,east_cent
HiC_scaffold_2,1666000,1667000,2,HiC_scaffold_2:1666082,east_cent
HiC_scaffold_2,1666000,1667000,2,HiC_scaffold_2:1666349,east_cent
HiC_scaffold_2,1666000,1667000,2,HiC_scaffold_2:1666378,east_cent
HiC_scaffold_2,1680000,1681000,2,HiC_scaffold_2:1680869,east_cent
HiC_scaffold_2,1680000,1681000,2,HiC_scaffold_2:1680953,east_cent
HiC_scaffold_2,1682000,1683000,2,HiC_scaffold_2:1682549,east_cent
HiC_scaffold_2,1682000,1683000,2,HiC_scaffold_2:1682750,east_cent
HiC_scaffold_2,1683000,1684000,2,HiC_scaffold_2:1683663,east_cent
HiC_scaffold_2,1684000,1685000,2,HiC_scaffold_2:1684898,east_cent
HiC_scaffold_2,1691000,1692000,2,HiC_scaffold_2:1691222,east_cent
HiC_scaffold_2,1736000,1737000,2,HiC_scaffold_2:1736642,east_cent
HiC_scaffold_2,1737000,1738000,2,HiC_scaffold_2:1737690,east_cent
HiC_scaffold_2,1737000,1738000,2,HiC_scaffold_2:1737702,east_cent
HiC_scaffold_2,1752000,1753000,2,HiC_scaffold_2:1752644,east_cent
HiC_scaffold_2,1766000,1767000,2,HiC_scaffold_2:1766243,east_cent
HiC_scaffold_2,1784000,1785000,2,HiC_scaffold_2:1784040,east_cent
HiC_scaffold_2,1784000,1785000,2,HiC_scaffold_2:1784107,east_cent
HiC_scaffold_2,1788000,1789000,2,HiC_scaffold_2:1788575,east_cent
HiC_scaffold_2,1794000,1795000,2,HiC_scaffold_2:1794940,east_cent
HiC_scaffold_2,1796000,1797000,2,HiC_scaffold_2:1796429,east_cent
HiC_scaffold_2,1800000,1801000,2,HiC_scaffold_2:1800745,east_cent
HiC_scaffold_2,1822000,1823000,2,HiC_scaffold_2:1822257,east_cent
HiC_scaffold_2,1824000,1825000,2,HiC_scaffold_2:1824275,east_cent
HiC_scaffold_2,1830000,1831000,2,HiC_scaffold_2:1830716,east_cent
HiC_scaffold_2,1837000,1838000,2,HiC_scaffold_2:1837323,east_cent
HiC_scaffold_2,1840000,1841000,2,HiC_scaffold_2:1840019,east_cent
HiC_scaffold_2,1840000,1841000,2,HiC_scaffold_2:1840020,east_cent
HiC_scaffold_2,1847000,1848000,2,HiC_scaffold_2:1847097,east_cent
HiC_scaffold_2,1847000,1848000,2,HiC_scaffold_2:1847217,east_cent
HiC_scaffold_2,1867000,1868000,2,HiC_scaffold_2:1867732,east_cent
HiC_scaffold_2,1869000,1870000,2,HiC_scaffold_2:1869290,east_cent
HiC_scaffold_2,1872000,1873000,2,HiC_scaffold_2:1872257,east_cent
HiC_scaffold_2,1874000,1875000,2,HiC_scaffold_2:1874768,east_cent
HiC_scaffold_2,1883000,1884000,2,HiC_scaffold_2:1883032,east_cent
HiC_scaffold_2,1884000,1885000,2,HiC_scaffold_2:1884300,east_cent
HiC_scaffold_2,1885000,1886000,2,HiC_scaffold_2:1885380,east_cent
