scaffold,start,end,pair,direction,loci
HiC_scaffold_3,86679000,86680000,hueti_davidi,2,HiC_scaffold_3:86679196
HiC_scaffold_3,86679000,86680000,hueti_davidi,2,HiC_scaffold_3:86679491
HiC_scaffold_3,86679000,86680000,hueti_davidi,2,HiC_scaffold_3:86679492
HiC_scaffold_3,86750000,86751000,hueti_davidi,2,HiC_scaffold_3:86750384
HiC_scaffold_3,86753000,86754000,hueti_davidi,2,HiC_scaffold_3:86753181
HiC_scaffold_3,86976000,86977000,hueti_davidi,2,HiC_scaffold_3:86976613
HiC_scaffold_3,86976000,86977000,hueti_davidi,2,HiC_scaffold_3:86976952
HiC_scaffold_3,86977000,86978000,hueti_davidi,2,HiC_scaffold_3:86977020
HiC_scaffold_3,86977000,86978000,hueti_davidi,2,HiC_scaffold_3:86977039
HiC_scaffold_3,86978000,86979000,hueti_davidi,2,HiC_scaffold_3:86978245
HiC_scaffold_3,86984000,86985000,hueti_davidi,2,HiC_scaffold_3:86984599
HiC_scaffold_3,86987000,86988000,hueti_davidi,2,HiC_scaffold_3:86987269
HiC_scaffold_3,86987000,86988000,hueti_davidi,2,HiC_scaffold_3:86987281
HiC_scaffold_3,86989000,86990000,hueti_davidi,2,HiC_scaffold_3:86989317
HiC_scaffold_3,86989000,86990000,hueti_davidi,2,HiC_scaffold_3:86989517
HiC_scaffold_3,87941000,87942000,hueti_davidi,1,HiC_scaffold_3:87941800
HiC_scaffold_3,87943000,87944000,hueti_davidi,1,HiC_scaffold_3:87943974
HiC_scaffold_3,91402000,91403000,hueti_davidi,2,HiC_scaffold_3:91402402
HiC_scaffold_3,91419000,91420000,hueti_davidi,2,HiC_scaffold_3:91419147
HiC_scaffold_3,91419000,91420000,hueti_davidi,2,HiC_scaffold_3:91419218
HiC_scaffold_3,92315000,92316000,hueti_davidi,1,HiC_scaffold_3:92315816
HiC_scaffold_3,92493000,92494000,hueti_davidi,2,HiC_scaffold_3:92493843
HiC_scaffold_4,13676000,13677000,hueti_davidi,1,HiC_scaffold_4:13676784
HiC_scaffold_4,16187000,16188000,hueti_davidi,2,HiC_scaffold_4:16187373
HiC_scaffold_4,23567000,23568000,hueti_davidi,2,HiC_scaffold_4:23567094
HiC_scaffold_4,27255000,27256000,hueti_davidi,2,HiC_scaffold_4:27255301
HiC_scaffold_4,27373000,27374000,hueti_davidi,2,HiC_scaffold_4:27373779
HiC_scaffold_4,27378000,27379000,hueti_davidi,2,HiC_scaffold_4:27378264
HiC_scaffold_4,27476000,27477000,hueti_davidi,2,HiC_scaffold_4:27476582
HiC_scaffold_4,28592000,28593000,hueti_davidi,1,HiC_scaffold_4:28592874
HiC_scaffold_5,23140000,23141000,hueti_davidi,2,HiC_scaffold_5:23140230
HiC_scaffold_5,23149000,23150000,hueti_davidi,2,HiC_scaffold_5:23149474
HiC_scaffold_5,23408000,23409000,hueti_davidi,2,HiC_scaffold_5:23408908
HiC_scaffold_5,23411000,23412000,hueti_davidi,2,HiC_scaffold_5:23411487
HiC_scaffold_5,23411000,23412000,hueti_davidi,2,HiC_scaffold_5:23411750
HiC_scaffold_5,23412000,23413000,hueti_davidi,2,HiC_scaffold_5:23412882
HiC_scaffold_5,23417000,23418000,hueti_davidi,2,HiC_scaffold_5:23417838
HiC_scaffold_5,23417000,23418000,hueti_davidi,2,HiC_scaffold_5:23417887
HiC_scaffold_5,23911000,23912000,hueti_davidi,2,HiC_scaffold_5:23911276
HiC_scaffold_5,23917000,23918000,hueti_davidi,2,HiC_scaffold_5:23917732
HiC_scaffold_5,23923000,23924000,hueti_davidi,2,HiC_scaffold_5:23923452
HiC_scaffold_5,24702000,24703000,hueti_davidi,1,HiC_scaffold_5:24702961
HiC_scaffold_5,24704000,24705000,hueti_davidi,1,HiC_scaffold_5:24704648
HiC_scaffold_5,25495000,25496000,hueti_davidi,1,HiC_scaffold_5:25495923
HiC_scaffold_5,26282000,26283000,hueti_davidi,2,HiC_scaffold_5:26282655
HiC_scaffold_5,26285000,26286000,hueti_davidi,2,HiC_scaffold_5:26285695
HiC_scaffold_5,26316000,26317000,hueti_davidi,1,HiC_scaffold_5:26316808
HiC_scaffold_5,26603000,26604000,hueti_davidi,1,HiC_scaffold_5:26603271
HiC_scaffold_5,26807000,26808000,hueti_davidi,1,HiC_scaffold_5:26807069
HiC_scaffold_5,26869000,26870000,hueti_davidi,1,HiC_scaffold_5:26869807
HiC_scaffold_5,28840000,28841000,hueti_davidi,2,HiC_scaffold_5:28840930
HiC_scaffold_5,28840000,28841000,hueti_davidi,2,HiC_scaffold_5:28840932
HiC_scaffold_5,28866000,28867000,hueti_davidi,2,HiC_scaffold_5:28866143
HiC_scaffold_5,28868000,28869000,hueti_davidi,2,HiC_scaffold_5:28868331
HiC_scaffold_5,28949000,28950000,hueti_davidi,2,HiC_scaffold_5:28949246
HiC_scaffold_5,28989000,28990000,hueti_davidi,2,HiC_scaffold_5:28989566
HiC_scaffold_5,32544000,32545000,hueti_davidi,2,HiC_scaffold_5:32544325
HiC_scaffold_5,32545000,32546000,hueti_davidi,2,HiC_scaffold_5:32545020
HiC_scaffold_5,32595000,32596000,hueti_davidi,2,HiC_scaffold_5:32595636
HiC_scaffold_5,32598000,32599000,hueti_davidi,2,HiC_scaffold_5:32598820
HiC_scaffold_5,34312000,34313000,hueti_davidi,2,HiC_scaffold_5:34312096
HiC_scaffold_5,34388000,34389000,hueti_davidi,2,HiC_scaffold_5:34388147
HiC_scaffold_5,35271000,35272000,hueti_davidi,1,HiC_scaffold_5:35271249
HiC_scaffold_5,39152000,39153000,hueti_davidi,2,HiC_scaffold_5:39152216
HiC_scaffold_5,39152000,39153000,hueti_davidi,2,HiC_scaffold_5:39152888
HiC_scaffold_5,39153000,39154000,hueti_davidi,2,HiC_scaffold_5:39153852
HiC_scaffold_5,44149000,44150000,hueti_davidi,2,HiC_scaffold_5:44149503
HiC_scaffold_5,46250000,46251000,hueti_davidi,2,HiC_scaffold_5:46250036
HiC_scaffold_5,47399000,47400000,hueti_davidi,2,HiC_scaffold_5:47399315
HiC_scaffold_5,57132000,57133000,hueti_davidi,2,HiC_scaffold_5:57132906
HiC_scaffold_5,57132000,57133000,hueti_davidi,2,HiC_scaffold_5:57132962
HiC_scaffold_5,57140000,57141000,hueti_davidi,2,HiC_scaffold_5:57140405
HiC_scaffold_5,57140000,57141000,hueti_davidi,2,HiC_scaffold_5:57140431
HiC_scaffold_5,57155000,57156000,hueti_davidi,2,HiC_scaffold_5:57155570
HiC_scaffold_5,57166000,57167000,hueti_davidi,2,HiC_scaffold_5:57166052
HiC_scaffold_5,57169000,57170000,hueti_davidi,2,HiC_scaffold_5:57169172
HiC_scaffold_5,57183000,57184000,hueti_davidi,2,HiC_scaffold_5:57183184
HiC_scaffold_5,57200000,57201000,hueti_davidi,2,HiC_scaffold_5:57200065
HiC_scaffold_5,105663000,105664000,hueti_davidi,1,HiC_scaffold_5:105663830
HiC_scaffold_5,106618000,106619000,hueti_davidi,2,HiC_scaffold_5:106618418
HiC_scaffold_5,108973000,108974000,hueti_davidi,1,HiC_scaffold_5:108973366
HiC_scaffold_5,111202000,111203000,hueti_davidi,2,HiC_scaffold_5:111202481
HiC_scaffold_5,111969000,111970000,hueti_davidi,1,HiC_scaffold_5:111969124
HiC_scaffold_5,111995000,111996000,hueti_davidi,1,HiC_scaffold_5:111995829
HiC_scaffold_5,111995000,111996000,hueti_davidi,1,HiC_scaffold_5:111995976
HiC_scaffold_5,112044000,112045000,hueti_davidi,2,HiC_scaffold_5:112044179
HiC_scaffold_5,112077000,112078000,hueti_davidi,1,HiC_scaffold_5:112077003
HiC_scaffold_5,112077000,112078000,hueti_davidi,1,HiC_scaffold_5:112077811
HiC_scaffold_5,112724000,112725000,hueti_davidi,2,HiC_scaffold_5:112724172
HiC_scaffold_5,122342000,122343000,hueti_davidi,1,HiC_scaffold_5:122342654
HiC_scaffold_5,124460000,124461000,hueti_davidi,2,HiC_scaffold_5:124460570
HiC_scaffold_5,135676000,135677000,hueti_davidi,2,HiC_scaffold_5:135676723
HiC_scaffold_5,135900000,135901000,hueti_davidi,2,HiC_scaffold_5:135900905
HiC_scaffold_5,135993000,135994000,hueti_davidi,2,HiC_scaffold_5:135993104
HiC_scaffold_5,135994000,135995000,hueti_davidi,2,HiC_scaffold_5:135994179
HiC_scaffold_5,135994000,135995000,hueti_davidi,2,HiC_scaffold_5:135994237
HiC_scaffold_5,135995000,135996000,hueti_davidi,2,HiC_scaffold_5:135995775
HiC_scaffold_5,135997000,135998000,hueti_davidi,2,HiC_scaffold_5:135997663
HiC_scaffold_5,136069000,136070000,hueti_davidi,2,HiC_scaffold_5:136069158
HiC_scaffold_5,136069000,136070000,hueti_davidi,2,HiC_scaffold_5:136069227
HiC_scaffold_6,21028000,21029000,hueti_davidi,1,HiC_scaffold_6:21028510
HiC_scaffold_6,25780000,25781000,hueti_davidi,2,HiC_scaffold_6:25780114
HiC_scaffold_6,25827000,25828000,hueti_davidi,1,HiC_scaffold_6:25827602
HiC_scaffold_6,25872000,25873000,hueti_davidi,2,HiC_scaffold_6:25872302
HiC_scaffold_6,26051000,26052000,hueti_davidi,1,HiC_scaffold_6:26051595
HiC_scaffold_6,26074000,26075000,hueti_davidi,1,HiC_scaffold_6:26074610
HiC_scaffold_6,26937000,26938000,hueti_davidi,2,HiC_scaffold_6:26937660
HiC_scaffold_6,26938000,26939000,hueti_davidi,2,HiC_scaffold_6:26938592
HiC_scaffold_6,26939000,26940000,hueti_davidi,2,HiC_scaffold_6:26939060
HiC_scaffold_6,27024000,27025000,hueti_davidi,2,HiC_scaffold_6:27024128
HiC_scaffold_6,27430000,27431000,hueti_davidi,2,HiC_scaffold_6:27430210
HiC_scaffold_6,27750000,27751000,hueti_davidi,2,HiC_scaffold_6:27750213
HiC_scaffold_6,27797000,27798000,hueti_davidi,2,HiC_scaffold_6:27797197
HiC_scaffold_6,27864000,27865000,hueti_davidi,2,HiC_scaffold_6:27864523
HiC_scaffold_6,27864000,27865000,hueti_davidi,2,HiC_scaffold_6:27864639
HiC_scaffold_6,27865000,27866000,hueti_davidi,2,HiC_scaffold_6:27865831
HiC_scaffold_6,27899000,27900000,hueti_davidi,2,HiC_scaffold_6:27899584
HiC_scaffold_6,27899000,27900000,hueti_davidi,2,HiC_scaffold_6:27899619
HiC_scaffold_6,31319000,31320000,hueti_davidi,1,HiC_scaffold_6:31319431
HiC_scaffold_6,32714000,32715000,hueti_davidi,2,HiC_scaffold_6:32714443
HiC_scaffold_6,32784000,32785000,hueti_davidi,1,HiC_scaffold_6:32784024
HiC_scaffold_6,37503000,37504000,hueti_davidi,1,HiC_scaffold_6:37503739
HiC_scaffold_6,37504000,37505000,hueti_davidi,1,HiC_scaffold_6:37504288
HiC_scaffold_6,37604000,37605000,hueti_davidi,2,HiC_scaffold_6:37604642
HiC_scaffold_6,37635000,37636000,hueti_davidi,1,HiC_scaffold_6:37635611
HiC_scaffold_6,37736000,37737000,hueti_davidi,2,HiC_scaffold_6:37736949
HiC_scaffold_6,38126000,38127000,hueti_davidi,2,HiC_scaffold_6:38126723
HiC_scaffold_6,38132000,38133000,hueti_davidi,2,HiC_scaffold_6:38132986
HiC_scaffold_6,38137000,38138000,hueti_davidi,2,HiC_scaffold_6:38137640
HiC_scaffold_6,42009000,42010000,hueti_davidi,2,HiC_scaffold_6:42009385
HiC_scaffold_6,42063000,42064000,hueti_davidi,2,HiC_scaffold_6:42063871
HiC_scaffold_6,42207000,42208000,hueti_davidi,2,HiC_scaffold_6:42207586
HiC_scaffold_6,44275000,44276000,hueti_davidi,1,HiC_scaffold_6:44275213
HiC_scaffold_6,44277000,44278000,hueti_davidi,1,HiC_scaffold_6:44277818
HiC_scaffold_6,44303000,44304000,hueti_davidi,2,HiC_scaffold_6:44303390
HiC_scaffold_6,44423000,44424000,hueti_davidi,2,HiC_scaffold_6:44423828
HiC_scaffold_6,44424000,44425000,hueti_davidi,2,HiC_scaffold_6:44424373
HiC_scaffold_6,47607000,47608000,hueti_davidi,2,HiC_scaffold_6:47607079
HiC_scaffold_6,49292000,49293000,hueti_davidi,2,HiC_scaffold_6:49292583
HiC_scaffold_6,50158000,50159000,hueti_davidi,1,HiC_scaffold_6:50158701
HiC_scaffold_6,50480000,50481000,hueti_davidi,2,HiC_scaffold_6:50480444
HiC_scaffold_6,51418000,51419000,hueti_davidi,2,HiC_scaffold_6:51418450
HiC_scaffold_6,52851000,52852000,hueti_davidi,2,HiC_scaffold_6:52851790
HiC_scaffold_6,52851000,52852000,hueti_davidi,2,HiC_scaffold_6:52851798
HiC_scaffold_6,54271000,54272000,hueti_davidi,2,HiC_scaffold_6:54271774
HiC_scaffold_6,56627000,56628000,hueti_davidi,1,HiC_scaffold_6:56627766
HiC_scaffold_6,74158000,74159000,hueti_davidi,1,HiC_scaffold_6:74158887
HiC_scaffold_6,92591000,92592000,hueti_davidi,1,HiC_scaffold_6:92591296
HiC_scaffold_6,93305000,93306000,hueti_davidi,1,HiC_scaffold_6:93305085
HiC_scaffold_6,93307000,93308000,hueti_davidi,1,HiC_scaffold_6:93307875
HiC_scaffold_6,93309000,93310000,hueti_davidi,1,HiC_scaffold_6:93309409
HiC_scaffold_6,93311000,93312000,hueti_davidi,1,HiC_scaffold_6:93311467
HiC_scaffold_6,95666000,95667000,hueti_davidi,2,HiC_scaffold_6:95666634
HiC_scaffold_6,95668000,95669000,hueti_davidi,2,HiC_scaffold_6:95668526
HiC_scaffold_6,95690000,95691000,hueti_davidi,2,HiC_scaffold_6:95690699
HiC_scaffold_6,95692000,95693000,hueti_davidi,2,HiC_scaffold_6:95692907
HiC_scaffold_6,95695000,95696000,hueti_davidi,2,HiC_scaffold_6:95695429
HiC_scaffold_6,95770000,95771000,hueti_davidi,2,HiC_scaffold_6:95770969
HiC_scaffold_10,1758000,1759000,hueti_davidi,2,HiC_scaffold_10:1758976
HiC_scaffold_10,1859000,1860000,hueti_davidi,2,HiC_scaffold_10:1859551
HiC_scaffold_11,4820000,4821000,hueti_davidi,2,HiC_scaffold_11:4820815
HiC_scaffold_11,4865000,4866000,hueti_davidi,2,HiC_scaffold_11:4865839
HiC_scaffold_14,10320000,10321000,hueti_davidi,2,HiC_scaffold_14:10320986
HiC_scaffold_16,1372000,1373000,hueti_davidi,2,HiC_scaffold_16:1372324
HiC_scaffold_16,1375000,1376000,hueti_davidi,2,HiC_scaffold_16:1375118
HiC_scaffold_16,1419000,1420000,hueti_davidi,2,HiC_scaffold_16:1419649
HiC_scaffold_16,1450000,1451000,hueti_davidi,1,HiC_scaffold_16:1450490
HiC_scaffold_16,1570000,1571000,hueti_davidi,2,HiC_scaffold_16:1570668
HiC_scaffold_16,1594000,1595000,hueti_davidi,2,HiC_scaffold_16:1594393
HiC_scaffold_16,1621000,1622000,hueti_davidi,2,HiC_scaffold_16:1621092
HiC_scaffold_16,1622000,1623000,hueti_davidi,2,HiC_scaffold_16:1622967
HiC_scaffold_16,1624000,1625000,hueti_davidi,2,HiC_scaffold_16:1624250
HiC_scaffold_16,1624000,1625000,hueti_davidi,2,HiC_scaffold_16:1624517
HiC_scaffold_16,1626000,1627000,hueti_davidi,2,HiC_scaffold_16:1626301
HiC_scaffold_16,1626000,1627000,hueti_davidi,2,HiC_scaffold_16:1626324
HiC_scaffold_16,1626000,1627000,hueti_davidi,2,HiC_scaffold_16:1626392
HiC_scaffold_16,1642000,1643000,hueti_davidi,2,HiC_scaffold_16:1642767
HiC_scaffold_16,1642000,1643000,hueti_davidi,2,HiC_scaffold_16:1642878
HiC_scaffold_16,1662000,1663000,hueti_davidi,2,HiC_scaffold_16:1662788
HiC_scaffold_16,1667000,1668000,hueti_davidi,2,HiC_scaffold_16:1667117
HiC_scaffold_16,1693000,1694000,hueti_davidi,2,HiC_scaffold_16:1693142
HiC_scaffold_16,1695000,1696000,hueti_davidi,2,HiC_scaffold_16:1695066
HiC_scaffold_16,1726000,1727000,hueti_davidi,2,HiC_scaffold_16:1726692
HiC_scaffold_16,1751000,1752000,hueti_davidi,2,HiC_scaffold_16:1751427
HiC_scaffold_16,1751000,1752000,hueti_davidi,2,HiC_scaffold_16:1751434
HiC_scaffold_16,1751000,1752000,hueti_davidi,2,HiC_scaffold_16:1751461
HiC_scaffold_16,1751000,1752000,hueti_davidi,2,HiC_scaffold_16:1751556
HiC_scaffold_16,1753000,1754000,hueti_davidi,2,HiC_scaffold_16:1753126
HiC_scaffold_16,1755000,1756000,hueti_davidi,2,HiC_scaffold_16:1755613
HiC_scaffold_16,1764000,1765000,hueti_davidi,2,HiC_scaffold_16:1764492
HiC_scaffold_16,1768000,1769000,hueti_davidi,2,HiC_scaffold_16:1768629
HiC_scaffold_16,1769000,1770000,hueti_davidi,2,HiC_scaffold_16:1769558
HiC_scaffold_16,1769000,1770000,hueti_davidi,2,HiC_scaffold_16:1769872
HiC_scaffold_16,1811000,1812000,hueti_davidi,2,HiC_scaffold_16:1811002
HiC_scaffold_16,1813000,1814000,hueti_davidi,2,HiC_scaffold_16:1813825
HiC_scaffold_16,1814000,1815000,hueti_davidi,2,HiC_scaffold_16:1814451
HiC_scaffold_16,1823000,1824000,hueti_davidi,2,HiC_scaffold_16:1823693
HiC_scaffold_16,1824000,1825000,hueti_davidi,2,HiC_scaffold_16:1824819
HiC_scaffold_16,1826000,1827000,hueti_davidi,2,HiC_scaffold_16:1826563
HiC_scaffold_16,1839000,1840000,hueti_davidi,2,HiC_scaffold_16:1839094
HiC_scaffold_16,1839000,1840000,hueti_davidi,2,HiC_scaffold_16:1839271
HiC_scaffold_16,1990000,1991000,hueti_davidi,2,HiC_scaffold_16:1990577
HiC_scaffold_16,1994000,1995000,hueti_davidi,2,HiC_scaffold_16:1994675
HiC_scaffold_16,2132000,2133000,hueti_davidi,2,HiC_scaffold_16:2132662
HiC_scaffold_16,2134000,2135000,hueti_davidi,2,HiC_scaffold_16:2134823
HiC_scaffold_16,2135000,2136000,hueti_davidi,2,HiC_scaffold_16:2135621
HiC_scaffold_19,40397000,40398000,hueti_davidi,1,HiC_scaffold_19:40397957
HiC_scaffold_19,41870000,41871000,hueti_davidi,1,HiC_scaffold_19:41870848
HiC_scaffold_19,43417000,43418000,hueti_davidi,2,HiC_scaffold_19:43417989
HiC_scaffold_19,44622000,44623000,hueti_davidi,2,HiC_scaffold_19:44622725
HiC_scaffold_19,49051000,49052000,hueti_davidi,2,HiC_scaffold_19:49051596
HiC_scaffold_19,56995000,56996000,hueti_davidi,2,HiC_scaffold_19:56995033
HiC_scaffold_19,56998000,56999000,hueti_davidi,2,HiC_scaffold_19:56998872
HiC_scaffold_19,56999000,5.70E+07,hueti_davidi,2,HiC_scaffold_19:56999159
HiC_scaffold_19,56999000,5.70E+07,hueti_davidi,2,HiC_scaffold_19:56999216
HiC_scaffold_19,57510000,57511000,hueti_davidi,2,HiC_scaffold_19:57510220
HiC_scaffold_19,57518000,57519000,hueti_davidi,2,HiC_scaffold_19:57518584
HiC_scaffold_19,57518000,57519000,hueti_davidi,2,HiC_scaffold_19:57518704
HiC_scaffold_19,57519000,57520000,hueti_davidi,2,HiC_scaffold_19:57519334
HiC_scaffold_19,58096000,58097000,hueti_davidi,1,HiC_scaffold_19:58096484
HiC_scaffold_21,15875000,15876000,hueti_davidi,2,HiC_scaffold_21:15875403
HiC_scaffold_21,15879000,15880000,hueti_davidi,2,HiC_scaffold_21:15879642
HiC_scaffold_21,15879000,15880000,hueti_davidi,2,HiC_scaffold_21:15879804
HiC_scaffold_21,16050000,16051000,hueti_davidi,2,HiC_scaffold_21:16050717
HiC_scaffold_21,21227000,21228000,hueti_davidi,1,HiC_scaffold_21:21227268
HiC_scaffold_21,21294000,21295000,hueti_davidi,1,HiC_scaffold_21:21294937
HiC_scaffold_21,22466000,22467000,hueti_davidi,2,HiC_scaffold_21:22466277
HiC_scaffold_21,22475000,22476000,hueti_davidi,1,HiC_scaffold_21:22475447
HiC_scaffold_21,22480000,22481000,hueti_davidi,1,HiC_scaffold_21:22480875
HiC_scaffold_21,22481000,22482000,hueti_davidi,1,HiC_scaffold_21:22481035
HiC_scaffold_21,22481000,22482000,hueti_davidi,1,HiC_scaffold_21:22481750
HiC_scaffold_21,29127000,29128000,hueti_davidi,2,HiC_scaffold_21:29127129
HiC_scaffold_21,33987000,33988000,hueti_davidi,1,HiC_scaffold_21:33987564
HiC_scaffold_21,33988000,33989000,hueti_davidi,1,HiC_scaffold_21:33988256
HiC_scaffold_21,33988000,33989000,hueti_davidi,1,HiC_scaffold_21:33988680
HiC_scaffold_21,34014000,34015000,hueti_davidi,1,HiC_scaffold_21:34014206
HiC_scaffold_21,34246000,34247000,hueti_davidi,2,HiC_scaffold_21:34246765
HiC_scaffold_21,40287000,40288000,hueti_davidi,1,HiC_scaffold_21:40287119
HiC_scaffold_21,40287000,40288000,hueti_davidi,1,HiC_scaffold_21:40287129
HiC_scaffold_21,40288000,40289000,hueti_davidi,1,HiC_scaffold_21:40288389
HiC_scaffold_21,40288000,40289000,hueti_davidi,1,HiC_scaffold_21:40288401
HiC_scaffold_21,40288000,40289000,hueti_davidi,1,HiC_scaffold_21:40288512
HiC_scaffold_24,22350000,22351000,hueti_davidi,1,HiC_scaffold_24:22350001
HiC_scaffold_24,22350000,22351000,hueti_davidi,1,HiC_scaffold_24:22350140
HiC_scaffold_24,22387000,22388000,hueti_davidi,1,HiC_scaffold_24:22387368
HiC_scaffold_24,22777000,22778000,hueti_davidi,1,HiC_scaffold_24:22777068
HiC_scaffold_24,27289000,27290000,hueti_davidi,2,HiC_scaffold_24:27289418
HiC_scaffold_1,37040000,37041000,hueti_davidi,1,HiC_scaffold_1:37040645
HiC_scaffold_1,37041000,37042000,hueti_davidi,1,HiC_scaffold_1:37041011
HiC_scaffold_2,1542000,1543000,hueti_davidi,2,HiC_scaffold_2:1542811
HiC_scaffold_2,1599000,1600000,hueti_davidi,2,HiC_scaffold_2:1599580
HiC_scaffold_2,1666000,1667000,hueti_davidi,2,HiC_scaffold_2:1666082
HiC_scaffold_2,1666000,1667000,hueti_davidi,2,HiC_scaffold_2:1666349
HiC_scaffold_2,1666000,1667000,hueti_davidi,2,HiC_scaffold_2:1666378
HiC_scaffold_2,1680000,1681000,hueti_davidi,2,HiC_scaffold_2:1680869
HiC_scaffold_2,1680000,1681000,hueti_davidi,2,HiC_scaffold_2:1680953
HiC_scaffold_2,1682000,1683000,hueti_davidi,2,HiC_scaffold_2:1682549
HiC_scaffold_2,1682000,1683000,hueti_davidi,2,HiC_scaffold_2:1682750
HiC_scaffold_2,1683000,1684000,hueti_davidi,2,HiC_scaffold_2:1683663
HiC_scaffold_2,1684000,1685000,hueti_davidi,2,HiC_scaffold_2:1684898
HiC_scaffold_2,1691000,1692000,hueti_davidi,2,HiC_scaffold_2:1691222
HiC_scaffold_2,1736000,1737000,hueti_davidi,2,HiC_scaffold_2:1736642
HiC_scaffold_2,1737000,1738000,hueti_davidi,2,HiC_scaffold_2:1737690
HiC_scaffold_2,1737000,1738000,hueti_davidi,2,HiC_scaffold_2:1737702
